time,Experiment,ESM,Source,burntFractionAll,grid_area,BA_area_pred
2083-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,422.47852,510051523.1101868,541.0088251119295
2084-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,424.02658,510051523.1101868,556.4674726093938
2085-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,390.91537,510051523.1101868,510.8689250115016
2086-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,469.09943,510051523.1101868,621.680832455639
2087-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,386.43875,510051523.1101868,504.4609672084848
2088-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,445.19925,510051523.1101868,580.0794742612225
2089-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,391.28833,510051523.1101868,519.4419563787492
2090-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,479.69452,510051523.1101868,624.9125054765977
2091-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,353.59094,510051523.1101868,462.42733903594
2092-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,439.94778,510051523.1101868,573.431067701043
2093-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,404.92307,510051523.1101868,532.6755566716819
2094-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,365.62598,510051523.1101868,472.7587931632559
2095-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,434.1175,510051523.1101868,565.9464720496566
2096-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,419.86362,510051523.1101868,550.4571972636627
2097-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,404.94037,510051523.1101868,527.9602499730075
2098-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,374.7463,510051523.1101868,477.53294768103564
2099-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,388.77148,510051523.1101868,503.64210198016457
2100-12-31,ssp126,CESM2-WACCM,ssp126 (CMIP6) - CESM2-WACCM,438.71243,510051523.1101868,563.18782037441
2015-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,354.70383,510051523.1101868,465.92023450670695
2016-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,434.84518,510051523.1101868,541.7383920361067
2017-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,410.4285,510051523.1101868,505.03519523403145
2018-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,330.68582,510051523.1101868,426.9917691871878
2019-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,375.2352,510051523.1101868,471.34094540066167
2020-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,413.29926,510051523.1101868,518.0451055530444
2021-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,363.66248,510051523.1101868,475.34944694214323
2022-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,402.04877,510051523.1101868,488.49233525703204
2023-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,406.15164,510051523.1101868,487.72878730984235
2024-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,417.08948,510051523.1101868,480.4102717672809
2025-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,434.37735,510051523.1101868,489.82424789685416
2026-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,379.69382,510051523.1101868,486.8290493436012
2027-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,464.85782,510051523.1101868,548.6778228811494
2028-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,408.137,510051523.1101868,492.66443061295854
2029-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,417.14728,510051523.1101868,526.9541321631326
2030-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,413.3709,510051523.1101868,505.6786004469441
2031-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,318.30344,510051523.1101868,405.8684874497284
2032-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,361.29004,510051523.1101868,447.8924317046847
2033-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,438.42877,510051523.1101868,547.5676755940101
2034-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,409.28534,510051523.1101868,516.292140996857
2035-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,415.2056,510051523.1101868,495.150487617987
2036-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,404.5632,510051523.1101868,493.0489394392346
2037-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,547.0149,510051523.1101868,621.1169613815799
2038-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,321.20502,510051523.1101868,413.65506122731614
2039-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,565.8897,510051523.1101868,638.3714324499
2040-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,393.58667,510051523.1101868,490.0653799887224
2041-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,434.14685,510051523.1101868,522.6644551474843
2042-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,389.7196,510051523.1101868,478.69181199605856
2043-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,377.05566,510051523.1101868,466.96307937298945
2044-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,481.9913,510051523.1101868,573.8917604950936
2045-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,377.76596,510051523.1101868,465.9161510245197
2046-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,446.1491,510051523.1101868,555.4038731684083
2047-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,427.98013,510051523.1101868,514.5151859299339
2048-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,442.2804,510051523.1101868,528.7968979571687
2049-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,492.2169,510051523.1101868,584.6378281762071
2050-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,478.55923,510051523.1101868,584.1310242226144
2051-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,508.8033,510051523.1101868,591.7836602057951
2052-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,467.63007,510051523.1101868,580.3129782889292
2053-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,395.52493,510051523.1101868,498.27056633263004
2054-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,469.16623,510051523.1101868,558.6666846234151
2055-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,504.0233,510051523.1101868,614.353747236806
2056-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,424.6642,510051523.1101868,518.7892221557544
2057-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,478.07455,510051523.1101868,585.5049717661426
2058-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,583.2685,510051523.1101868,662.8902262984536
2059-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,562.77905,510051523.1101868,667.1429164812988
2060-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,478.16443,510051523.1101868,583.649821338736
2061-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,430.16565,510051523.1101868,524.7814662466723
2062-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,560.6498,510051523.1101868,624.8546942125274
2063-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,545.2442,510051523.1101868,612.860083432733
2064-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,558.07056,510051523.1101868,644.3666093394288
2065-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,434.61838,510051523.1101868,549.3115084586667
2066-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,453.5545,510051523.1101868,562.9721284244456
2067-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,531.1649,510051523.1101868,634.4056518707647
2068-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,489.45557,510051523.1101868,579.2686063103749
2069-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,423.34857,510051523.1101868,509.17526717164276
2070-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,497.60007,510051523.1101868,591.912064216364
2071-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,484.30573,510051523.1101868,578.9771123650121
2072-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,472.0996,510051523.1101868,581.4461508036391
2073-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,439.5627,510051523.1101868,547.0035972231213
2074-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,564.3681,510051523.1101868,668.7899737121838
2075-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,519.2235,510051523.1101868,601.6148745341727
2076-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,497.2758,510051523.1101868,569.449794134116
2077-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,487.75995,510051523.1101868,602.6630297973962
2078-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,508.78806,510051523.1101868,628.7327506105852
2079-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,451.51712,510051523.1101868,573.0687743310816
2080-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,417.3219,510051523.1101868,533.4481708812019
2081-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,509.4323,510051523.1101868,600.0009326681715
2082-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,449.4056,510051523.1101868,536.628577826613
2083-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,429.65622,510051523.1101868,539.130350416401
2084-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,510.74106,510051523.1101868,617.2182253904882
2085-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,556.22723,510051523.1101868,669.123890274657
2086-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,723.97784,510051523.1101868,818.9138982167929
2087-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,507.39374,510051523.1101868,608.7527674358522
2088-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,546.0834,510051523.1101868,657.565176491988
2089-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,534.7125,510051523.1101868,643.1296547688592
2090-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,543.9581,510051523.1101868,610.1722142947268
2091-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,485.34018,510051523.1101868,614.4043893376194
2092-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,598.7303,510051523.1101868,713.4841453348578
2093-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,460.9364,510051523.1101868,567.5844363476813
2094-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,554.57874,510051523.1101868,659.7727599585397
2095-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,670.5018,510051523.1101868,754.1741453735817
2096-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,579.7801,510051523.1101868,704.9333140092895
2097-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,449.68143,510051523.1101868,532.075688953066
2098-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,503.4944,510051523.1101868,610.0269828257317
2099-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,485.72714,510051523.1101868,574.3629143247299
2100-12-31,ssp126,CMCC-CM2-SR5,ssp126 (CMIP6) - CMCC-CM2-SR5,592.18854,510051523.1101868,692.4406700794034
2015-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,74.02022,510017987.8256495,387.79919100779574
2016-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,70.117134,510017987.8256495,369.4329568984171
2017-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,80.95427,510017987.8256495,427.304845198624
2018-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,90.844604,510017987.8256495,479.51984873060655
2019-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,88.62659,510017987.8256495,456.74464772518485
2020-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,91.0451,510017987.8256495,483.0049862694538
2021-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,87.20133,510017987.8256495,459.79767774893946
2022-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,79.683754,510017987.8256495,421.1382870720243
2023-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,83.25832,510017987.8256495,442.825470452258
2024-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,82.5499,510017987.8256495,437.15313866697295
2025-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,70.56073,510017987.8256495,365.14481921302996
2026-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,76.25284,510017987.8256495,406.27268662498074
2027-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,87.38094,510017987.8256495,467.1300496941782
2028-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,89.6161,510017987.8256495,474.0327597739479
2029-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,78.23554,510017987.8256495,417.94858646671685
2030-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,78.43859,510017987.8256495,414.41476001734446
2031-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,78.66231,510017987.8256495,409.94320537764946
2032-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,69.773186,510017987.8256495,368.1382022606304
2033-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,83.33912,510017987.8256495,431.520659404812
2034-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,83.461266,510017987.8256495,435.38181470133617
2035-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,74.12847,510017987.8256495,388.4880791608201
2036-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,81.95839,510017987.8256495,434.2175929990439
2037-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,75.094055,510017987.8256495,399.0448391665198
2038-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,88.79611,510017987.8256495,477.69090330485534
2039-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,83.71314,510017987.8256495,437.52895503168713
2040-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,90.716354,510017987.8256495,468.98784533258055
2041-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,73.67736,510017987.8256495,389.3996126913623
2042-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,78.565994,510017987.8256495,411.3489583139077
2043-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,72.53052,510017987.8256495,384.4441672685578
2044-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,85.077225,510017987.8256495,438.30687632628445
2045-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,80.922714,510017987.8256495,415.8122659677329
2046-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,82.37516,510017987.8256495,433.17642088987014
2047-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,87.62517,510017987.8256495,463.4134632052842
2048-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,78.06226,510017987.8256495,408.70332854117026
2049-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,85.722725,510017987.8256495,449.45164219499446
2050-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,84.66014,510017987.8256495,437.6650967197242
2051-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,96.20882,510017987.8256495,495.0499763522148
2052-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,80.35694,510017987.8256495,415.2824622520805
2053-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,68.82275,510017987.8256495,363.692360784251
2054-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,81.69701,510017987.8256495,432.82719454178164
2055-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,79.25803,510017987.8256495,410.9837217041758
2056-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,80.7737,510017987.8256495,417.380841486816
2057-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,77.414825,510017987.8256495,406.7795942673086
2058-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,86.7466,510017987.8256495,454.2894385102283
2059-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,74.9567,510017987.8256495,392.85991097144733
2060-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,75.34548,510017987.8256495,393.61049972704495
2061-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,87.53588,510017987.8256495,452.74786499721705
2062-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,94.08538,510017987.8256495,480.5703114872247
2063-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,76.003845,510017987.8256495,393.58901170978197
2064-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,79.47402,510017987.8256495,415.5217678586006
2065-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,88.683136,510017987.8256495,462.2441529038746
2066-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,79.31178,510017987.8256495,413.79083760262904
2067-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,76.66781,510017987.8256495,393.70370883153436
2068-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,89.44508,510017987.8256495,465.1131576859346
2069-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,88.6241,510017987.8256495,463.144143856407
2070-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,95.07606,510017987.8256495,500.6647148205263
2071-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,94.27087,510017987.8256495,485.5441512135442
2072-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,94.97625,510017987.8256495,484.7968684873794
2073-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,91.80337,510017987.8256495,485.0276752762323
2074-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,86.49597,510017987.8256495,448.66884153480356
2075-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,94.22069,510017987.8256495,493.2542331571858
2076-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,90.62574,510017987.8256495,473.34630581100856
2077-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,97.31265,510017987.8256495,517.0660005906612
2078-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,90.92087,510017987.8256495,474.7868271221343
2079-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,84.63215,510017987.8256495,438.6726824929413
2080-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,90.72795,510017987.8256495,478.53854374206816
2081-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,89.979546,510017987.8256495,476.7072265392112
2082-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,98.92437,510017987.8256495,523.1101414019322
2083-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,84.034676,510017987.8256495,437.6046226780892
2084-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,81.50196,510017987.8256495,429.87156399968273
2085-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,101.164215,510017987.8256495,520.8138911850823
2086-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,84.93184,510017987.8256495,439.4171716210617
2087-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,93.2124,510017987.8256495,474.0135680814089
2088-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,92.38489,510017987.8256495,488.3574676478489
2089-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,88.78996,510017987.8256495,462.712576486102
2090-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,95.042206,510017987.8256495,484.4981792743651
2091-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,86.422386,510017987.8256495,449.9748736219484
2092-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,93.842964,510017987.8256495,489.5219732315457
2093-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,90.85479,510017987.8256495,469.66630037331294
2094-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,81.75621,510017987.8256495,418.00092117295276
2095-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,74.61142,510017987.8256495,394.0001739712981
2096-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,84.72041,510017987.8256495,434.2657839751176
2097-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,88.26386,510017987.8256495,454.7574262053669
2098-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,82.46931,510017987.8256495,429.41994129956134
2099-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,90.677734,510017987.8256495,468.49971663010126
2100-12-31,ssp126,NorESM2-LM,ssp126 (CMIP6) - NorESM2-LM,85.260376,510017987.8256495,439.749148839495
2015-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,354.2755,510051523.1101868,476.27100385094207
2016-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,381.00964,510051523.1101868,509.2887545909221
2017-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,400.20105,510051523.1101868,536.6957208154423
2018-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,391.7749,510051523.1101868,518.8764189574982
2019-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,354.08115,510051523.1101868,471.1573099950917
2020-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,353.59103,510051523.1101868,466.976976167615
2021-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,348.103,510051523.1101868,466.0103466882959
2022-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,394.50003,510051523.1101868,519.062988807521
2023-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,393.40945,510051523.1101868,519.4043108730075
2024-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,336.76196,510051523.1101868,453.4276277666895
2025-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,336.48505,510051523.1101868,443.338989176729
2026-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,389.28397,510051523.1101868,514.0600856009208
2027-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,371.90485,510051523.1101868,492.59045366651077
2028-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,372.7988,510051523.1101868,494.9411811398858
2029-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,409.9647,510051523.1101868,545.0993233455823
2030-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,357.9141,510051523.1101868,475.9153030797241
2031-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,361.83374,510051523.1101868,478.4074465248968
2032-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,339.70468,510051523.1101868,449.853575592361
2033-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,357.06232,510051523.1101868,474.45873581145236
