time,Experiment,ESM,Source,burntFractionAll,grid_area,BA_area_pred
2034-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,342.97632,510051523.1101868,451.5987289794867
2035-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,366.6311,510051523.1101868,483.0209763611708
2036-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,399.9458,510051523.1101868,527.2209251369366
2037-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,354.09232,510051523.1101868,469.44870967848976
2038-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,403.17303,510051523.1101868,529.7566778124904
2039-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,386.79715,510051523.1101868,506.81149289634783
2040-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,386.05438,510051523.1101868,510.86470188630153
2041-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,321.2868,510051523.1101868,423.2533223505579
2042-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,360.86923,510051523.1101868,466.8530575806244
2043-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,384.4323,510051523.1101868,505.5791452133689
2044-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,361.83575,510051523.1101868,481.5538830234783
2045-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,386.10867,510051523.1101868,495.5611154057238
2046-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,317.8644,510051523.1101868,417.9276557432177
2047-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,330.7508,510051523.1101868,429.49332668770904
2048-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,346.34372,510051523.1101868,448.0405785621901
2049-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,419.0524,510051523.1101868,539.862143921645
2050-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,370.32742,510051523.1101868,479.91720766133284
2051-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,338.3109,510051523.1101868,444.06783727734404
2052-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,396.06287,510051523.1101868,513.9138292041323
2053-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,337.42007,510051523.1101868,437.9933848362725
2054-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,357.4306,510051523.1101868,469.8940811787177
2055-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,368.88345,510051523.1101868,478.1311161006332
2056-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,371.37097,510051523.1101868,484.71145203174507
2057-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,388.62555,510051523.1101868,515.0079650430556
2058-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,321.6573,510051523.1101868,423.27387403876486
2059-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,366.97327,510051523.1101868,480.55665266350474
2060-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,346.52957,510051523.1101868,445.17420999306313
2061-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,446.78323,510051523.1101868,575.206986048619
2062-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,385.11575,510051523.1101868,484.1182303773646
2063-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,376.8142,510051523.1101868,478.7194708169771
2064-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,392.9837,510051523.1101868,504.3241501375561
2065-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,367.20926,510051523.1101868,480.82073464201034
2066-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,429.4634,510051523.1101868,554.6923447876618
2067-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,380.88654,510051523.1101868,499.36486685267005
2068-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,360.71704,510051523.1101868,473.9010723610881
2069-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,410.5576,510051523.1101868,531.0856486617326
2070-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,456.08273,510051523.1101868,584.852163130283
2071-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,376.7925,510051523.1101868,481.7103613541293
2072-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,351.09155,510051523.1101868,452.43384656554895
2073-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,385.22067,510051523.1101868,489.31032403138016
2074-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,370.97046,510051523.1101868,489.26278055525523
2075-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,412.22293,510051523.1101868,531.6636449151002
2076-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,375.83243,510051523.1101868,491.87362800992173
2077-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,368.21204,510051523.1101868,477.4525228724488
2078-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,377.25958,510051523.1101868,487.3938693915751
2079-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,340.0969,510051523.1101868,428.5803343481689
2080-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,348.16788,510051523.1101868,446.79130434447524
2081-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,428.70145,510051523.1101868,554.6929542733692
2082-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,371.61258,510051523.1101868,488.45943922039385
2083-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,353.80048,510051523.1101868,464.65554081156705
2084-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,459.34326,510051523.1101868,592.3872330993493
2085-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,395.37598,510051523.1101868,507.50664881767125
2086-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,389.63818,510051523.1101868,497.4371576222233
2087-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,389.02106,510051523.1101868,504.4598727053168
2088-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,405.36102,510051523.1101868,519.0205622292624
2089-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,397.64307,510051523.1101868,520.5944995929144
2090-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,386.04477,510051523.1101868,499.4511733748972
2091-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,403.7143,510051523.1101868,520.595149031906
2092-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,410.28677,510051523.1101868,532.0532553282502
2093-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,372.73343,510051523.1101868,476.0397460745513
2094-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,369.81036,510051523.1101868,474.0590681694129
2095-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,386.63693,510051523.1101868,502.5709104937479
2096-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,354.49792,510051523.1101868,461.1046495410018
2097-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,431.0469,510051523.1101868,545.7986541697181
2098-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,347.3595,510051523.1101868,446.2906543895154
2099-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,383.51746,510051523.1101868,488.1537241612998
2100-12-31,ssp245,CESM2,ssp245 (CMIP6) - CESM2,355.95187,510051523.1101868,457.82856019882695
2015-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,379.51004,510051523.1101868,505.3099839595055
2016-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,387.5353,510051523.1101868,510.26281028312127
2017-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,374.78998,510051523.1101868,502.1079291438208
2018-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,366.96683,510051523.1101868,489.6973114588861
2019-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,366.44415,510051523.1101868,485.4226833146648
2020-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,339.63605,510051523.1101868,454.508308991313
2021-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,378.22757,510051523.1101868,501.9909734046789
2022-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,353.9478,510051523.1101868,475.5598429080587
2023-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,406.46548,510051523.1101868,537.5127461481646
2024-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,369.76624,510051523.1101868,493.4201092833957
2025-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,370.4884,510051523.1101868,492.87380653018255
2026-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,410.6452,510051523.1101868,536.3412831400638
2027-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,369.7989,510051523.1101868,489.7536657747305
2028-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,356.5487,510051523.1101868,474.8260547304407
2029-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,355.88113,510051523.1101868,473.6992658167463
2030-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,396.56143,510051523.1101868,520.4488267821205
2031-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,365.4249,510051523.1101868,479.3933736580496
2032-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,344.6821,510051523.1101868,458.0248139279369
2033-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,362.22437,510051523.1101868,479.1241954161714
2034-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,423.41708,510051523.1101868,562.788014612361
2035-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,349.03104,510051523.1101868,463.40612092129226
2036-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,358.11523,510051523.1101868,478.9366381895757
2037-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,390.84863,510051523.1101868,522.9701658670627
2038-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,339.6794,510051523.1101868,450.09704147742474
2039-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,409.59662,510051523.1101868,541.8492581569143
2040-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,355.69995,510051523.1101868,472.94867816566955
2041-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,399.06482,510051523.1101868,520.6078136356288
2042-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,368.225,510051523.1101868,485.21109032582075
2043-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,358.7043,510051523.1101868,470.616770043099
2044-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,361.3121,510051523.1101868,475.32455290761857
2045-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,353.7996,510051523.1101868,462.2041256299266
2046-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,326.39963,510051523.1101868,430.5929834384166
2047-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,413.6676,510051523.1101868,548.4127864622399
2048-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,364.59607,510051523.1101868,477.33503090202584
2049-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,397.07462,510051523.1101868,525.1551559003595
2050-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,348.968,510051523.1101868,455.9045817450049
2051-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,338.54047,510051523.1101868,444.486128045946
2052-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,340.31018,510051523.1101868,448.2132974419649
2053-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,369.6245,510051523.1101868,486.032764004057
2054-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,402.30804,510051523.1101868,522.9819838702964
2055-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,381.86072,510051523.1101868,497.1288650376656
2056-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,354.52164,510051523.1101868,461.63397805995726
2057-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,383.44427,510051523.1101868,499.1312387579446
2058-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,402.87506,510051523.1101868,530.5030408882247
2059-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,346.1591,510051523.1101868,450.2254810239291
2060-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,313.8448,510051523.1101868,411.1762680206667
2061-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,371.84756,510051523.1101868,482.6171664006554
2062-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,339.61386,510051523.1101868,441.1179529434428
2063-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,362.33612,510051523.1101868,476.8220322171431
2064-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,346.23077,510051523.1101868,448.24651355575133
2065-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,345.60587,510051523.1101868,444.16255071211486
2066-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,363.87863,510051523.1101868,473.479967491074
2067-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,362.32776,510051523.1101868,468.9227509549488
2068-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,365.9689,510051523.1101868,472.25454532124013
2069-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,408.0783,510051523.1101868,535.0662406024851
2070-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,391.01022,510051523.1101868,499.5390699958846
2071-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,341.24225,510051523.1101868,442.7892150454432
2072-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,374.99994,510051523.1101868,491.22589138596834
2073-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,374.73282,510051523.1101868,494.1512376532941
2074-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,381.73865,510051523.1101868,493.7432855054497
2075-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,403.7883,510051523.1101868,529.2651291894083
2076-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,387.76276,510051523.1101868,495.8869689666511
2077-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,431.37726,510051523.1101868,557.7128998918013
2078-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,411.8891,510051523.1101868,532.5661533233857
2079-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,345.7501,510051523.1101868,453.29398133347956
2080-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,391.36658,510051523.1101868,511.81851858289406
2081-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,365.51767,510051523.1101868,470.76518679530017
2082-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,387.06064,510051523.1101868,498.680830362736
2083-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,386.6366,510051523.1101868,498.5715815867779
2084-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,422.39368,510051523.1101868,546.8869855717292
2085-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,378.8595,510051523.1101868,491.19621278340355
2086-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,347.41275,510051523.1101868,446.3396020945642
2087-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,406.5425,510051523.1101868,521.1874981424008
2088-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,391.4773,510051523.1101868,506.7361878082276
2089-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,429.54974,510051523.1101868,554.2536544734425
2090-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,379.79297,510051523.1101868,491.1112492190948
2091-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,383.2793,510051523.1101868,492.55144664659514
2092-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,391.50467,510051523.1101868,503.59485995340873
2093-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,402.94534,510051523.1101868,527.7783368053766
2094-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,379.32324,510051523.1101868,484.33619842508193
2095-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,349.87454,510051523.1101868,447.9052214076791
2096-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,393.39587,510051523.1101868,511.6144782903097
2097-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,392.78082,510051523.1101868,511.17796021677555
2098-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,409.4977,510051523.1101868,533.0805731085643
2099-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,389.377,510051523.1101868,500.42114165964693
2100-12-31,ssp245,CESM2-WACCM,ssp245 (CMIP6) - CESM2-WACCM,432.54523,510051523.1101868,562.4796743791218
2015-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,416.0595,510051523.1101868,527.4530325077199
2016-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,388.33322,510051523.1101868,519.668354110414
2017-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,374.71103,510051523.1101868,482.8742340049348
2018-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,382.3601,510051523.1101868,476.99770830962996
2019-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,420.77036,510051523.1101868,505.2886165255215
2020-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,400.17654,510051523.1101868,471.739063123888
2021-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,435.8726,510051523.1101868,525.6913790457486
2022-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,415.9528,510051523.1101868,529.642171640681
2023-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,401.11548,510051523.1101868,500.99023203858496
2024-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,392.4565,510051523.1101868,489.67108031621683
2025-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,459.5344,510051523.1101868,552.7736768240734
2026-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,385.50836,510051523.1101868,487.69408735920416
2027-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,404.9773,510051523.1101868,518.5328823704664
2028-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,366.08804,510051523.1101868,465.8037345661518
2029-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,376.2972,510051523.1101868,474.5143724186963
2030-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,361.64285,510051523.1101868,473.86702007457103
2031-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,474.0371,510051523.1101868,552.8056131569401
2032-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,434.76767,510051523.1101868,542.4501657788741
2033-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,374.22278,510051523.1101868,455.9698520701457
2034-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,489.62888,510051523.1101868,592.526174315883
2035-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,475.13068,510051523.1101868,559.5681478845129
2036-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,403.2662,510051523.1101868,503.80731129591567
2037-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,393.1425,510051523.1101868,494.1914511579701
2038-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,417.60974,510051523.1101868,513.0621894858623
2039-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,403.93265,510051523.1101868,497.593274074043
2040-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,385.115,510051523.1101868,468.22028948791007
2041-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,389.20343,510051523.1101868,480.6999643147917
2042-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,379.13046,510051523.1101868,464.6696168828435
2043-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,378.60345,510051523.1101868,484.0915187282004
2044-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,409.5436,510051523.1101868,507.8682741554459
2045-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,436.1589,510051523.1101868,526.5120213141546
2046-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,445.6432,510051523.1101868,530.6170076975623
2047-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,530.24286,510051523.1101868,613.5702660444616
2048-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,514.7561,510051523.1101868,612.766015990534
2049-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,427.06552,510051523.1101868,534.8544135627153
2050-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,418.2183,510051523.1101868,517.1523722169594
2051-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,520.1082,510051523.1101868,609.9132945758197
2052-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,486.66132,510051523.1101868,593.5395504406929
2053-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,435.76773,510051523.1101868,524.1114475447123
2054-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,401.7658,510051523.1101868,503.82657680077216
2055-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,415.28784,510051523.1101868,519.8344451208518
2056-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,445.87537,510051523.1101868,540.9852871605252
2057-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,467.9864,510051523.1101868,596.3114645909985
2058-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,408.37778,510051523.1101868,508.179291824099
2059-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,519.8773,510051523.1101868,582.3287262890642
2060-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,473.71817,510051523.1101868,554.9342295847072
2061-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,464.42572,510051523.1101868,551.709901782506
2062-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,434.887,510051523.1101868,512.9594736247082
2063-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,520.50775,510051523.1101868,621.8405483500732
2064-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,536.53253,510051523.1101868,638.4328863428128
2065-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,498.53143,510051523.1101868,588.6736187291164
2066-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,481.52875,510051523.1101868,586.0981220737419
2067-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,454.8837,510051523.1101868,549.8927066721428
2068-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,397.0087,510051523.1101868,499.9539021028434
2069-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,438.52133,510051523.1101868,563.8654087089686
2070-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,413.86987,510051523.1101868,525.7009833828947
2071-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,510.90298,510051523.1101868,586.0441614865175
2072-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,483.60297,510051523.1101868,554.9798684735626
2073-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,477.01324,510051523.1101868,559.8721055705049
2074-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,535.61743,510051523.1101868,632.5075323531971
2075-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,506.47516,510051523.1101868,604.8994737521768
2076-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,507.45312,510051523.1101868,590.2991986031875
2077-12-31,ssp245,CMCC-CM2-SR5,ssp245 (CMIP6) - CMCC-CM2-SR5,507.2576,510051523.1101868,612.0921409060653
