time,Fire Model,Experiment,ESM,Source,BA_area_pred
1969-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,286.8806457519531
1970-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,309.3339538574219
1971-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,313.1584167480469
1972-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,352.3001708984375
1973-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,327.8163757324219
1974-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,322.1866149902344
1975-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,241.80775451660156
1976-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,281.1128234863281
1977-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,317.9586486816406
1978-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,410.1405029296875
1979-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,252.3284912109375
1980-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,328.0896911621094
1981-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,317.98480224609375
1982-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,383.3953857421875
1983-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,302.7270812988281
1984-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,303.8842468261719
1985-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,389.978271484375
1986-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,317.7321472167969
1987-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,326.6015930175781
1988-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,342.758544921875
1989-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,367.9237976074219
1990-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,317.45538330078125
1991-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,288.2672424316406
1992-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,290.2874450683594
1993-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,428.703369140625
1994-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,467.4386901855469
1995-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,375.1783447265625
1996-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,302.8640441894531
1997-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,301.08856201171875
1998-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,356.5906677246094
1999-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,271.1771545410156
2000-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,335.320068359375
2001-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,334.2711486816406
2002-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,347.4299621582031
2003-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,366.3283386230469
2004-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,441.0820007324219
2005-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,331.46746826171875
2006-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,317.3283996582031
2007-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,325.0175476074219
2008-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,360.13916015625
2009-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,345.5336608886719
2010-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,396.2004089355469
2011-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,358.6144104003906
2012-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,370.7983093261719
2013-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,336.19952392578125
2014-12-31 00:00:00,visit,historical,mri-esm2-0,historical (FireMIP) - visit - mri-esm2-0,357.205322265625
1850-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,300.3927917480469
1851-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,327.29681396484375
1852-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,453.9279479980469
1853-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,305.9893493652344
1854-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,278.5160827636719
1855-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,228.4039764404297
1856-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,332.5306701660156
1857-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,384.936279296875
1858-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,328.0392761230469
1859-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,311.1671447753906
1860-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,280.2319641113281
1861-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,409.758056640625
1862-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,393.8316345214844
1863-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,277.49432373046875
1864-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,331.931396484375
1865-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,238.3702850341797
1866-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,258.1808166503906
1867-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,301.2033386230469
1868-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,340.2851257324219
1869-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,260.7003479003906
1870-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,330.9830322265625
1871-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,334.8549499511719
1872-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,312.7023010253906
1873-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,308.71966552734375
1874-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,273.33953857421875
1875-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,393.059326171875
1876-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,265.2385559082031
1877-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,405.3718566894531
1878-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,328.15234375
1879-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,302.3568115234375
1880-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,262.9972229003906
1881-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,359.6719055175781
1882-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,371.4646301269531
1883-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,297.0686950683594
1884-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,281.1480712890625
1885-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,304.59735107421875
1886-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,289.0388488769531
1887-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,321.3400573730469
1888-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,434.5401916503906
1889-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,297.1151428222656
1890-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,252.8141326904297
1891-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,337.3206481933594
1892-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,306.5935363769531
1893-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,326.8475036621094
1894-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,291.1333923339844
1895-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,268.5614318847656
1896-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,337.61279296875
1897-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,319.89251708984375
1898-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,262.3126525878906
1899-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,278.6125183105469
1900-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,296.8888854980469
1901-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,267.460205078125
1902-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,311.7716369628906
1903-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,368.2190246582031
1904-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,356.3749694824219
1905-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,297.5157775878906
1906-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,270.1702880859375
1907-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,358.4198913574219
1908-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,372.819091796875
1909-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,268.2676696777344
1910-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,303.97296142578125
1911-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,351.5011291503906
1912-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,350.1964111328125
1913-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,372.6083068847656
1914-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,340.8523864746094
1915-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,332.62451171875
1916-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,290.8136901855469
1917-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,290.410888671875
1918-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,302.13555908203125
1919-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,289.92425537109375
1920-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,288.8945007324219
1921-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,286.0938415527344
1922-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,282.64337158203125
1923-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,349.7420349121094
1924-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,339.5900573730469
1925-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,297.541748046875
1926-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,363.8998107910156
1927-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,315.1800842285156
1928-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,385.4650573730469
1929-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,343.9118957519531
1930-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,297.4241943359375
1931-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,282.0962829589844
1932-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,298.7115173339844
1933-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,313.7515563964844
1934-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,289.5007019042969
1935-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,292.0077819824219
1936-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,282.4591979980469
1937-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,280.2417297363281
1938-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,296.9254150390625
1939-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,304.9898376464844
1940-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,365.28955078125
1941-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,342.6470031738281
1942-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,364.0325927734375
1943-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,284.3017272949219
1944-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,353.6850891113281
1945-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,306.9288024902344
1946-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,314.54742431640625
1947-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,308.94476318359375
1948-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,365.5910949707031
1949-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,371.8321228027344
1950-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,294.2738952636719
1951-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,298.8805847167969
1952-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,331.4576721191406
1953-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,335.266357421875
1954-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,289.5003356933594
1955-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,278.7865295410156
1956-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,315.2810363769531
1957-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,379.0735778808594
1958-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,410.5899963378906
1959-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,299.8529357910156
1960-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,306.0652160644531
1961-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,300.3189697265625
1962-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,293.9375305175781
1963-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,263.266357421875
1964-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,262.2513122558594
1965-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,319.0245361328125
1966-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,248.93890380859375
1967-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,308.2944641113281
1968-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,328.5608825683594
1969-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,459.7944641113281
1970-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,334.9056701660156
1971-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,304.893310546875
1972-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,312.87652587890625
1973-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,322.87152099609375
1974-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,352.2590637207031
1975-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,359.9295654296875
1976-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,334.4733581542969
1977-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,320.7857666015625
1978-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,391.1954650878906
1979-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,328.6645812988281
1980-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,285.2813720703125
1981-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,378.6230163574219
1982-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,357.7104797363281
1983-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,464.107666015625
1984-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,344.5626525878906
1985-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,340.8438415527344
1986-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,328.5505065917969
1987-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,268.28271484375
1988-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,282.6692199707031
1989-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,310.3134460449219
1990-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,319.4496154785156
1991-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,282.51495361328125
1992-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,331.0665588378906
1993-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,327.2316589355469
1994-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,337.19061279296875
1995-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,343.4161682128906
1996-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,402.9116516113281
1997-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,311.9938659667969
1998-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,480.2791442871094
1999-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,319.41357421875
2000-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,311.7142028808594
2001-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,351.6098937988281
2002-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,353.2552795410156
2003-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,323.085693359375
2004-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,417.0268859863281
2005-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,377.34033203125
2006-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,311.0598449707031
2007-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,331.4046936035156
2008-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,374.4813537597656
2009-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,383.0542297363281
2010-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,382.3641052246094
2011-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,362.497314453125
2012-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,366.3581848144531
2013-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,323.28973388671875
2014-12-31 00:00:00,visit,historical,ukesm1-0-ll,historical (FireMIP) - visit - ukesm1-0-ll,348.8168029785156
1850-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,247.500732421875
1851-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,265.2273254394531
1852-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,263.3971862792969
1853-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,389.6878662109375
1854-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,306.2674255371094
1855-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,276.8016357421875
1856-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,306.0650939941406
1857-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,322.2355651855469
1858-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,306.8257141113281
1859-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,319.97552490234375
1860-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,272.4631042480469
1861-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,277.3432312011719
1862-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,284.71649169921875
1863-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,296.6986999511719
1864-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,299.3001403808594
1865-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,358.3136291503906
1866-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,334.2575378417969
1867-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,279.0891418457031
1868-12-31 00:00:00,visit,historical,gfdl-esm4,historical (FireMIP) - visit - gfdl-esm4,321.2954406738281
